Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
HJ557858,2326,08/12/2003 08:45:00 PM,063XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0725,16,01A,1167751,1862802,2003,08/17/2015 03:03:40 PM,41.779071076,-87.660556431,"(41.779071076, -87.660556431)"
HJ560672,2327,08/14/2003 12:01:00 AM,066XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0321,5,01A,1183366,1861220,2003,08/17/2015 03:03:40 PM,41.774380419,-87.60336008,"(41.774380419, -87.60336008)"
HJ560713,2328,08/13/2003 11:42:00 PM,008XX W 51ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0934,3,01A,1171642,1871033,2003,08/17/2015 03:03:40 PM,41.801573432,-87.646050456,"(41.801573432, -87.646050456)"
HJ560782,2329,08/14/2003 01:30:00 AM,027XX W 15TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1023,28,01A,1158325,1892277,2003,08/17/2015 03:03:40 PM,41.860151302,-87.694309579,"(41.860151302, -87.694309579)"
HJ561015,2330,08/14/2003 09:10:00 AM,082XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,TRUCKING TERMINAL,false,false,0622,21,01A,1173698,1850273,2003,08/17/2015 03:03:40 PM,41.744560242,-87.639124916,"(41.744560242, -87.639124916)"
HJ567405,2331,08/17/2003 12:20:00 AM,029XX W POLK ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1135,28,01A,1156845,1896228,2003,08/17/2015 03:03:40 PM,41.871023358,-87.699635233,"(41.871023358, -87.699635233)"
HJ569392,2332,08/17/2003 11:55:00 PM,049XX W QUINCY ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1533,28,01A,1143614,1898550,2003,08/17/2015 03:03:40 PM,41.877652981,-87.748153375,"(41.877652981, -87.748153375)"
HJ569458,2333,08/18/2003 01:05:00 AM,007XX N ADA ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1324,27,01A,1167202,1904850,2003,08/17/2015 03:03:40 PM,41.89446667,-87.661363168,"(41.89446667, -87.661363168)"
HJ566043,2334,08/16/2003 12:18:00 PM,008XX S KEELER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1132,24,01A,1148516,1895996,2003,08/17/2015 03:03:40 PM,41.870551383,-87.730220215,"(41.870551383, -87.730220215)"
HJ574122,2336,08/20/2003 03:28:00 AM,003XX W 117TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0522,34,01A,1176187,1827342,2003,08/17/2015 03:03:40 PM,41.681578929,-87.630690604,"(41.681578929, -87.630690604)"
HJ573991,2337,08/20/2003 07:00:00 PM,023XX W 18TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1223,25,01A,1161040,1891023,2003,08/17/2015 03:03:40 PM,41.856654317,-87.684378305,"(41.856654317, -87.684378305)"
HJ575990,2338,08/20/2003 09:42:00 PM,013XX E 71ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0324,5,01A,1186275,1858194,2003,08/17/2015 03:03:40 PM,41.766008554,-87.592791845,"(41.766008554, -87.592791845)"
HJ576507,2339,08/21/2003 06:40:00 AM,032XX N SHEFFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOTEL,true,false,1924,44,01A,1169040,1921620,2003,08/17/2015 03:03:40 PM,41.94044477,-87.654124986,"(41.94044477, -87.654124986)"
HJ577928,2340,08/21/2003 07:55:00 PM,024XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA HALLWAY,false,false,0134,3,01A,1176707,1888029,2003,08/17/2015 03:03:40 PM,41.84809924,-87.626962834,"(41.84809924, -87.626962834)"
HJ583062,2341,08/24/2003 02:05:00 AM,039XX S KEDZIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0912,14,01A,1155654,1878126,2003,08/17/2015 03:03:40 PM,41.821373409,-87.704494475,"(41.821373409, -87.704494475)"
HJ583010,2342,08/24/2003 02:53:00 AM,033XX W DOUGLAS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,1021,24,01A,1154503,1893261,2003,08/17/2015 03:03:40 PM,41.862928711,-87.708312909,"(41.862928711, -87.708312909)"
HJ584274,2343,08/24/2003 06:40:00 PM,002XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0722,20,01A,1175510,1863188,2003,08/17/2015 03:03:40 PM,41.779960201,-87.632099778,"(41.779960201, -87.632099778)"
HJ587368,2344,08/26/2003 05:05:00 AM,007XX W 50TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0935,3,01A,1172208,1871382,2003,08/17/2015 03:03:40 PM,41.802518687,-87.643964462,"(41.802518687, -87.643964462)"
HJ587395,2345,08/26/2003 06:17:00 AM,073XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0323,6,01A,1177993,1856361,2003,08/17/2015 03:03:40 PM,41.761170257,-87.623203459,"(41.761170257, -87.623203459)"
HJ590004,2346,08/27/2003 08:35:00 AM,039XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,WAREHOUSE,true,false,0925,11,01A,1172943,1878840,2003,08/17/2015 03:03:40 PM,41.822967958,-87.641048569,"(41.822967958, -87.641048569)"
HJ590004,2347,08/27/2003 08:35:00 AM,039XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,WAREHOUSE,true,false,0925,11,01A,1172943,1878840,2003,08/17/2015 03:03:40 PM,41.822967958,-87.641048569,"(41.822967958, -87.641048569)"
HJ590004,2348,08/27/2003 08:35:00 AM,039XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,WAREHOUSE,true,false,0925,11,01A,1172943,1878840,2003,08/17/2015 03:03:40 PM,41.822967958,-87.641048569,"(41.822967958, -87.641048569)"
HJ590004,2349,08/27/2003 08:35:00 AM,039XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,WAREHOUSE,true,false,0925,11,01A,1172943,1878840,2003,08/17/2015 03:03:40 PM,41.822967958,-87.641048569,"(41.822967958, -87.641048569)"
HJ590004,2350,08/27/2003 08:35:00 AM,039XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,WAREHOUSE,true,false,0925,11,01A,1172943,1878840,2003,08/17/2015 03:03:40 PM,41.822967958,-87.641048569,"(41.822967958, -87.641048569)"
HJ590004,2351,08/27/2003 08:35:00 AM,039XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,WAREHOUSE,true,false,0925,11,01A,1172943,1878840,2003,08/17/2015 03:03:40 PM,41.822967958,-87.641048569,"(41.822967958, -87.641048569)"
HJ592855,2352,08/28/2003 03:53:00 PM,055XX W ADAMS ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1522,29,01A,1139507,1898782,2003,08/17/2015 03:03:40 PM,41.878365469,-87.763227771,"(41.878365469, -87.763227771)"
HJ591782,2353,08/28/2003 07:14:00 AM,072XX S GREEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0733,17,01A,1171887,1856931,2003,08/17/2015 03:03:40 PM,41.76287055,-87.645565614,"(41.76287055, -87.645565614)"
HJ591925,2354,08/28/2003 02:00:00 AM,009XX N MONTICELLO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1112,27,01A,1151876,1906032,2003,08/17/2015 03:03:40 PM,41.898025778,-87.717620081,"(41.898025778, -87.717620081)"
HJ595652,2355,08/29/2003 07:46:00 PM,049XX S FEDERAL ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA HALLWAY,true,false,0231,3,01A,1176533,1872186,2003,08/17/2015 03:03:40 PM,41.804628656,-87.628078719,"(41.804628656, -87.628078719)"
HJ597542,2356,08/30/2003 09:30:00 PM,019XX W 52ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0915,,01A,1164354,1870195,2003,08/17/2015 03:03:40 PM,41.79943066,-87.672801949,"(41.79943066, -87.672801949)"
HJ598156,2357,08/31/2003 02:09:00 AM,013XX W 15TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1231,2,01A,1167637,1892859,2003,08/17/2015 03:03:40 PM,41.861553084,-87.660110993,"(41.861553084, -87.660110993)"
HJ598316,2358,08/31/2003 05:00:00 AM,021XX N TALMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1431,1,01A,1158333,1914573,2003,08/17/2015 03:03:40 PM,41.921333358,-87.69367009,"(41.921333358, -87.69367009)"
HJ598444,2359,08/31/2003 07:25:00 AM,079XX S LOOMIS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0612,21,01A,1168379,1852018,2003,08/17/2015 03:03:40 PM,41.749464866,-87.658564262,"(41.749464866, -87.658564262)"
HJ562606,2360,08/14/2003 07:45:00 PM,062XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0313,20,01A,1179993,1863698,2003,08/17/2015 03:03:40 PM,41.781258196,-87.61564898,"(41.781258196, -87.61564898)"
HJ599753,2361,09/01/2003 04:47:00 PM,048XX N KEDVALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,1712,39,01A,1147849,1931789,2003,08/17/2015 03:03:40 PM,41.968783627,-87.731747188,"(41.968783627, -87.731747188)"
HZ236683,22433,04/23/2016 04:30:00 AM,016XX S KEDZIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1022,24,01A,1155294,1891774,2016,04/30/2016 03:51:13 PM,41.858832381,-87.705449136,"(41.858832381, -87.705449136)"
HJ599964,2362,09/01/2003 05:00:00 PM,026XX S KOSTNER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1031,22,01A,1147482,1886188,2003,08/17/2015 03:03:40 PM,41.843656863,-87.734267647,"(41.843656863, -87.734267647)"
HZ237638,22434,04/23/2016 09:14:00 PM,114XX S STEWART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,34,01A,1175674,1829041,2016,04/30/2016 03:51:13 PM,41.686252712,-87.632517867,"(41.686252712, -87.632517867)"
HJ602014,2363,09/02/2003 06:57:00 AM,039XX W WASHINGTON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,CHA APARTMENT,true,false,1122,28,01A,1150156,1900128,2003,08/17/2015 03:03:40 PM,41.881858277,-87.724091496,"(41.881858277, -87.724091496)"
HJ606248,2364,09/04/2003 12:14:00 AM,068XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0322,20,01A,1179662,1859635,2003,08/17/2015 03:03:40 PM,41.770116488,-87.616986567,"(41.770116488, -87.616986567)"
HJ606361,2365,09/04/2003 01:10:00 AM,014XX W GARFIELD BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0713,16,01A,1167790,1868143,2003,08/17/2015 03:03:40 PM,41.793726589,-87.660260171,"(41.793726589, -87.660260171)"
HJ497116,2366,09/04/2003 08:50:00 AM,099XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,2213,21,01A,1169841,1838870,2003,08/17/2015 03:03:40 PM,41.713353279,-87.653587393,"(41.713353279, -87.653587393)"
HJ608477,2367,09/05/2003 01:50:00 AM,082XX S BUFFALO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0424,7,01A,1199578,1850779,2003,08/17/2015 03:03:40 PM,41.745336678,-87.544282048,"(41.745336678, -87.544282048)"
HJ610468,2368,09/06/2003 12:15:00 AM,015XX W HASTINGS ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA LOBBY,false,false,1231,2,01A,1166282,1893812,2003,08/17/2015 03:03:40 PM,41.864197247,-87.665057703,"(41.864197247, -87.665057703)"
HJ608149,2369,09/06/2003 04:09:00 PM,033XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1422,26,01A,1154117,1907790,2003,08/17/2015 03:03:40 PM,41.902805465,-87.709342084,"(41.902805465, -87.709342084)"
HJ612615,2370,09/07/2003 03:20:00 AM,011XX N WALLER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1511,29,01A,1138139,1907123,2003,08/17/2015 03:03:40 PM,41.901279062,-87.768049083,"(41.901279062, -87.768049083)"
HJ614702,2371,09/08/2003 03:35:00 AM,031XX W 62ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0823,15,01A,1156358,1863347,2003,08/17/2015 03:03:40 PM,41.780803643,-87.702309848,"(41.780803643, -87.702309848)"
HJ616252,2372,09/08/2003 10:30:00 PM,055XX S SHIELDS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STAIRWELL,false,false,0711,3,01A,1174914,1868141,2003,08/17/2015 03:03:40 PM,41.793565073,-87.634137122,"(41.793565073, -87.634137122)"
HJ616275,2373,09/08/2003 08:15:00 PM,100XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0511,9,01A,1180353,1838416,2003,08/17/2015 03:03:40 PM,41.711873264,-87.615102827,"(41.711873264, -87.615102827)"
HJ616557,2374,09/09/2003 01:30:00 AM,070XX S WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,false,false,0832,17,01A,1161592,1857893,2003,08/17/2015 03:03:40 PM,41.765730101,-87.683272019,"(41.765730101, -87.683272019)"
HJ620148,2375,09/10/2003 12:40:00 PM,019XX E 73RD PL,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0333,5,01A,1190573,1856623,2003,08/17/2015 03:03:40 PM,41.761594979,-87.577089059,"(41.761594979, -87.577089059)"
HJ623228,2376,09/11/2003 05:19:00 PM,039XX S PRINCETON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,FACTORY,true,false,0925,3,01A,1175079,1878773,2003,08/17/2015 03:03:40 PM,41.822736608,-87.633214487,"(41.822736608, -87.633214487)"
HJ622684,2377,09/11/2003 12:28:00 PM,007XX N CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1531,28,01A,1144217,1904647,2003,08/17/2015 03:03:40 PM,41.894372568,-87.745786011,"(41.894372568, -87.745786011)"
HJ623995,2378,09/12/2003 12:16:00 AM,055XX W LE MOYNE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2532,37,01A,1139146,1909428,2003,08/17/2015 03:03:40 PM,41.907585987,-87.764294058,"(41.907585987, -87.764294058)"
HJ624222,2379,09/12/2003 04:30:00 AM,086XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0613,21,01A,1170494,1847547,2003,08/17/2015 03:03:40 PM,41.737150055,-87.650943966,"(41.737150055, -87.650943966)"
HJ627960,2380,09/13/2003 08:45:00 PM,079XX S LAFLIN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0612,21,01A,1167710,1852276,2003,08/17/2015 03:03:40 PM,41.750187225,-87.661008365,"(41.750187225, -87.661008365)"
HJ628096,2381,09/14/2003 09:15:00 AM,052XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1522,29,01A,1141594,1897511,2003,08/17/2015 03:03:40 PM,41.874839386,-87.755596069,"(41.874839386, -87.755596069)"
HJ628109,2382,09/14/2003 12:20:00 AM,064XX S WOLCOTT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,true,false,0726,15,01A,1164792,1861946,2003,08/17/2015 03:03:40 PM,41.776785114,-87.67142858,"(41.776785114, -87.67142858)"
HJ628374,2383,09/14/2003 08:07:00 AM,088XX S CLYDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0412,8,01A,1191712,1846804,2003,08/17/2015 03:03:40 PM,41.734623235,-87.573232495,"(41.734623235, -87.573232495)"
HJ628667,2384,09/14/2003 05:39:00 AM,049XX S LOOMIS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0933,20,01A,1167826,1872237,2003,08/17/2015 03:03:40 PM,41.804960221,-87.660010567,"(41.804960221, -87.660010567)"
HJ624176,2385,09/12/2003 03:30:00 AM,001XX W OHIO ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1831,42,01A,1174891,1904158,2003,08/17/2015 03:03:40 PM,41.892399066,-87.633144732,"(41.892399066, -87.633144732)"
HJ633642,2386,09/16/2003 03:18:00 PM,023XX W MADISON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1332,2,01A,1160719,1899958,2003,08/17/2015 03:03:40 PM,41.88117946,-87.685308968,"(41.88117946, -87.685308968)"
HJ633174,2387,09/16/2003 11:45:00 AM,006XX W 65TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0723,20,01A,1172881,1861778,2003,08/17/2015 03:03:40 PM,41.776149426,-87.641779604,"(41.776149426, -87.641779604)"
HJ638502,2388,09/18/2003 07:36:00 PM,058XX S WABASH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0233,20,01A,1177715,1866236,2003,08/17/2015 03:03:40 PM,41.788274594,-87.62392379,"(41.788274594, -87.62392379)"
HJ640575,2389,09/19/2003 08:55:00 PM,048XX S THROOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0933,20,01A,1168475,1872775,2003,08/17/2015 03:03:40 PM,41.806422576,-87.657614802,"(41.806422576, -87.657614802)"
HJ642994,2390,09/20/2003 11:10:00 PM,076XX S CONSTANCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0414,8,01A,1189863,1854654,2003,08/17/2015 03:03:40 PM,41.756208972,-87.57975445,"(41.756208972, -87.57975445)"
HJ641351,2391,09/20/2003 03:08:00 AM,006XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA HALLWAY,true,false,1822,27,01A,1171881,1908252,2003,08/17/2015 03:03:40 PM,41.903700111,-87.644078325,"(41.903700111, -87.644078325)"
HJ641369,2392,09/20/2003 03:35:00 AM,031XX W IRVING PARK RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1724,33,01A,1154577,1926423,2003,08/17/2015 03:03:40 PM,41.953926688,-87.707152575,"(41.953926688, -87.707152575)"
HJ645006,2393,09/21/2003 11:46:00 PM,003XX E 46TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0222,3,01A,1179095,1874590,2003,08/17/2015 03:03:40 PM,41.811167368,-87.618609207,"(41.811167368, -87.618609207)"
HJ643457,2394,09/21/2003 10:03:00 AM,008XX E 74TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0323,6,01A,1183011,1856128,2003,08/17/2015 03:03:40 PM,41.760415736,-87.604819536,"(41.760415736, -87.604819536)"
HJ647205,2395,09/23/2003 04:36:00 AM,056XX S LOWE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0711,3,01A,1172926,1867493,2003,08/17/2015 03:03:40 PM,41.79183103,-87.641446053,"(41.79183103, -87.641446053)"
HJ636896,2396,09/23/2003 02:41:00 AM,068XX S PAXTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0331,5,01A,1192060,1859948,2003,08/17/2015 03:03:40 PM,41.770683034,-87.571531227,"(41.770683034, -87.571531227)"
HJ647498,2397,09/23/2003 03:02:00 AM,045XX W 26TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,TRAILER,false,false,1031,22,01A,1146545,1886331,2003,08/17/2015 03:03:40 PM,41.844067158,-87.737702642,"(41.844067158, -87.737702642)"
HJ652055,2398,09/25/2003 01:35:00 AM,025XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1125,2,01A,1159609,1898614,2003,08/17/2015 03:03:40 PM,41.877514327,-87.689421855,"(41.877514327, -87.689421855)"
HJ651951,2399,09/24/2003 11:23:00 PM,013XX S SAWYER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,1022,24,01A,1154906,1893687,2003,08/17/2015 03:03:40 PM,41.864089641,-87.706822118,"(41.864089641, -87.706822118)"
HJ653143,2400,09/25/2003 06:40:00 PM,092XX S CHAPPEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0413,8,01A,1191459,1844009,2003,08/17/2015 03:03:40 PM,41.726959614,-87.574249663,"(41.726959614, -87.574249663)"
HJ653507,2401,09/25/2003 07:14:00 PM,116XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0524,34,01A,1171085,1827572,2003,08/17/2015 03:03:40 PM,41.682322751,-87.649360016,"(41.682322751, -87.649360016)"
HJ652174,2402,09/25/2003 06:20:00 AM,053XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,GARAGE,false,false,0934,16,01A,1170220,1869408,2003,08/17/2015 03:03:40 PM,41.797145336,-87.651312741,"(41.797145336, -87.651312741)"
HJ654122,2403,09/26/2003 01:44:00 AM,067XX S WOLCOTT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0726,15,01A,1164850,1859940,2003,08/17/2015 03:03:40 PM,41.771279158,-87.671272567,"(41.771279158, -87.671272567)"
HJ656497,2404,09/27/2003 08:25:00 AM,033XX W IRVING PARK RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1733,35,01A,1153223,1926392,2003,08/17/2015 03:03:40 PM,41.953868661,-87.712130888,"(41.953868661, -87.712130888)"
HJ658075,2405,09/28/2003 12:40:00 AM,065XX S CLAREMONT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0832,15,01A,1161869,1861170,2003,08/17/2015 03:03:40 PM,41.774716901,-87.682165778,"(41.774716901, -87.682165778)"
HJ658069,2406,09/28/2003 12:35:00 AM,001XX E KENSINGTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0532,9,01A,1179105,1828227,2003,08/17/2015 03:03:40 PM,41.683941698,-87.619982361,"(41.683941698, -87.619982361)"
HJ653964,2407,09/29/2003 05:05:00 PM,095XX S AVENUE L,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0432,10,01A,1201781,1842413,2003,08/17/2015 03:03:40 PM,41.722324071,-87.536493892,"(41.722324071, -87.536493892)"
HJ661250,2408,09/29/2003 06:10:00 PM,018XX E 78TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0414,8,01A,1189978,1853625,2003,08/17/2015 03:03:40 PM,41.753382541,-87.579366054,"(41.753382541, -87.579366054)"
HJ663035,2409,09/30/2003 02:10:00 PM,003XX S KILBOURN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1131,24,01A,1146451,1897855,2003,08/17/2015 03:03:40 PM,41.875692267,-87.73775424,"(41.875692267, -87.73775424)"
HJ661717,2410,09/30/2003 05:08:00 PM,045XX S LAPORTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0814,23,01A,1144123,1874004,2003,08/17/2015 03:03:40 PM,41.810285807,-87.746899844,"(41.810285807, -87.746899844)"
HH785166,2411,09/30/2003 09:00:00 AM,015XX S ALBANY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOSPITAL,true,false,1022,24,01A,1155967,1892145,2003,08/17/2015 03:03:40 PM,41.859836913,-87.70296877,"(41.859836913, -87.70296877)"
HJ664136,2412,10/01/2003 03:10:00 AM,054XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0232,3,01A,1177206,1868752,2003,08/17/2015 03:03:40 PM,41.795190255,-87.625714154,"(41.795190255, -87.625714154)"
HJ665447,2413,10/01/2003 05:18:00 PM,037XX W ARTHINGTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1133,24,01A,1151745,1895783,2003,08/17/2015 03:03:40 PM,41.869904019,-87.71837099,"(41.869904019, -87.71837099)"
HJ664232,2414,10/01/2003 01:56:00 AM,069XX S EMERALD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0732,6,01A,1172502,1858931,2003,08/17/2015 03:03:40 PM,41.768345277,-87.64325273,"(41.768345277, -87.64325273)"
HJ666352,2415,10/02/2003 05:30:00 AM,018XX E 95TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,false,false,0431,7,01A,1190274,1842347,2003,08/17/2015 03:03:40 PM,41.72242751,-87.578643769,"(41.72242751, -87.578643769)"
HJ666315,2416,10/02/2003 04:30:00 PM,026XX W HADDON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1311,26,01A,1158630,1907541,2003,08/17/2015 03:03:40 PM,41.902030912,-87.692771799,"(41.902030912, -87.692771799)"
HJ670054,2417,10/03/2003 07:37:00 PM,015XX W 99TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2213,19,01A,1167847,1839087,2003,08/17/2015 03:03:40 PM,41.713991727,-87.660883927,"(41.713991727, -87.660883927)"
HJ670641,2418,10/04/2003 02:35:00 AM,022XX S STATE ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA HALLWAY,true,false,0134,3,01A,1176667,1889435,2003,08/17/2015 03:03:40 PM,41.851958307,-87.627067195,"(41.851958307, -87.627067195)"
HJ671123,2419,10/04/2003 12:20:00 PM,064XX S DAMEN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0726,15,01A,1164133,1861997,2003,08/17/2015 03:03:40 PM,41.776938959,-87.673843024,"(41.776938959, -87.673843024)"
HJ671093,2420,10/04/2003 08:52:00 AM,059XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0711,20,01A,1172654,1865340,2003,08/17/2015 03:03:40 PM,41.785928964,-87.64250686,"(41.785928964, -87.64250686)"
HJ674289,2421,10/05/2003 11:10:00 PM,081XX S COTTAGE GROVE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0631,6,01A,1182970,1851301,2003,08/17/2015 03:03:40 PM,41.747170897,-87.605119541,"(41.747170897, -87.605119541)"
HJ672631,2422,10/05/2003 04:35:00 AM,002XX W 106TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,0512,34,01A,1176416,1834647,2003,08/17/2015 03:03:40 PM,41.701619808,-87.629633892,"(41.701619808, -87.629633892)"
HJ672739,2423,10/05/2003 08:00:00 PM,029XX E 86TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0423,10,01A,1197058,1848510,2003,08/17/2015 03:03:40 PM,41.739173407,-87.553590879,"(41.739173407, -87.553590879)"
HJ673789,2424,10/05/2003 09:25:00 PM,043XX S LAPORTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0814,23,01A,1144047,1875284,2003,08/17/2015 03:03:40 PM,41.813799748,-87.747146583,"(41.813799748, -87.747146583)"
HJ676438,2425,10/06/2003 11:00:00 PM,108XX S EDBROOKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0513,9,01A,1179169,1833037,2003,08/17/2015 03:03:40 PM,41.697139573,-87.619602187,"(41.697139573, -87.619602187)"
